기관,대분류 테마,중분류 테마,해당 문장 발췌,,,,,,,,,,,,,,,,,,,,,,
KIER,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,"""저희는 최근에 태양광 과제를 했었고 거의 마무리 단계다. 제가 생각하기에는 호라이즌 과제는 말 그대로 유럽을 위한 과제이다. 그래서 우리나라에 도움이 된다고 하면 연구자들 입장에서는 사실 도움이 될 것 같다. 특히나 해외 네트워크를 넓히고 싶은 연구자들과 그 과제를 통해서 다양한 경험을 쌓고 싶은 연구자들은 도움이 될 것 같아요.""",,,,,,,,,,,,,,,,,,,,,,
KIER,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,"""미국에 있는 NREL 재생에너지 연구소가 저희 입장에서 재생에너지 분야에서 상당히 많은 연구를 하고 있고 저희랑 같이 협력하면 시너지가 생길 거라고 생각했다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,1. 국제협력의 동인 및 목표,자원 확보 및 접근성,해당 없음,,,,,,,,,,,,,,,,,,,,,,
KIER,1. 국제협력의 동인 및 목표,글로벌 공동 문제 해결,"""근데 좋은 점은 사실은 아시겠지만 이제 더 이상 기후 변화를 부정하는 사람은 없다. 다 느껴지잖아요. 그렇기 때문에 그 탄소 중립 내지는 NDC 이런 부분에 대해서 사람들의 생각이 긍정적인 거죠. 그래서 국가 차원에서 배터리던 에너지 기술에 대한 중요성은 더 이상 강조할 필요가 없는 것이죠.""",,,,,,,,,,,,,,,,,,,,,,
KIER,1. 국제협력의 동인 및 목표,국제 표준 선도 및 규범 형성,해당 없음,,,,,,,,,,,,,,,,,,,,,,
KIER,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,"""'해외 시장 진출을 위한 수요를 발굴한다' 이런 건 가능한데 사업화 쪽은 성과 확산실이 따로 있어서 그쪽에서 담당하고 있다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,"""전략 기술 분야는 사실은 해외 수출이나 이거 할 때도 이게 더 후원을 해주는 것도 있지만 사실은 전략 기술이기 때문에 더 제한하는 부분도 있다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,"""우리나라는 97%인가요? 에너지를 수입하다 보니 사실은 가지고 있는 기술이 정말 중요하다는 생각을 하는 거고, 그러니까 에너지에 대한 관심이 사실 상당히 많죠. 그래서 뭐 배터리든 수소든 이런 쪽은 한국이 잘한다는 인식이 있기 때문에 특정 분야에 대해서는 사실 글로벌 협력이 활발하게 이루어지는 장점은 있습니다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,"""같이 MOU를 체결하자고 했는데 갑자기 안 가버리니까. MOU를 그러면 해결 안 해버리게 되고 그리고 그쪽 간에 지금까지 쌓았던 신뢰가 깨지게 되는 거고 그런 부분이 많이 어렵다다""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,공동 연구,"""기획부터 R&D 까지 지원하기 위해서 저희가 자체 예산을 가지고 원내에 공모해서 과제를 선정해, 해외 기관과 실제 R&D 프로젝트를 지원하는 프로그램이 있다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,공동 연구,"""상대 기관이 돈을 내는 매칭 펀드형 과제도 있고 아니면 원 내에서 ""이런 주제로 협력하고 싶다""라고 하면 그 주제에 대한 컨셉 페이퍼를 받아서 그 컨셉 페이퍼를 해외 네트워크에 뿌리는 경우도 있다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,공동 연구,"""다만 기관에서 원하는 중점 연구 방향이 있다. 저희가 지금 12개 분야가 있는데 그 12개 분야에 한해서 공동 연구 신청을 하면 된다라는 것이다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,ODA (공적개발원조),"""PASET (Partnership for Skills in Applied Sciences, Engineering and Technology) 아프리카 과학기술인력 양성 프로그램이 있었다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,ODA (공적개발원조),"""PASET 이라는 프로그램은 월드뱅크에서 예산을 지원해서 아프리카 쪽에 있는 연구자들을 활용하는 프로그램이었어요. 그래서 박사 수료를 끝나면 여기 와서 연구하면서 논문을 쓰거나 다시 들어가서 그 논문을 가지고 학위를 받는 그런 식의 유사한 프로그램이었다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,국제기구/다자협의체 활동,"""그런 것이 하나의 플랫폼이고 그밖에도 EKC 도 있고 UKC 도 있고 AKC 도 있다. EKC는 유럽 코리아, AKC는 아시아 코리아 컨퍼런스이다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,국제기구/다자협의체 활동,"""글로벌하게는 COP 이나 RD20 이 있다. RD20은 G20 국가 산하 에너지 연구기관들이 모여서 협력을 하는 플랫폼이다. IAEA 같은 전문가들 워킹 그것들을 통해서 활용할 수도 있다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,인프라 활용 및 공유,해당 없음,,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,인력 교류,"""인력 교류도 저희가 지원하는 부분이 있다. 그래서 정의라고 보면 사실은 국제 협력, 인력 교류, 과제 이렇게 사실은 크게 나눌 수 있을 것 같다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,인력 교류,"""네트워크의 경우 예를 들면 기관 차원에서 해외랑 워크숍을 하려고 하는 경우 저희가 지원을 한다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,인력 교류,"""만날 때 그러면 한-캐 배터리 워크숍을 하는 게 어떨까라고 제안을 했던 거고, 그 배터리 워크숍을 통해서 NRC 와 에너지원과의 관계가 계속 돈독해졌던 것이다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,인력 교류,"""인력 교류 부분은 저희 연구원에 최근에 만든 게 <글로벌 파트너십 프로그램>이라고 해서 기 기관 차원에서 아웃바운드형으로 해외에 3개월이나 6개월이나 1년까지 해외 기관에 신청자가 원하는 곳으로 연구자들을 보내는 프로그램이다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,인력 교류,"""연구재단에서 하는 브레인 풀을 최근들어 많이 확대한다고 더 나은 버전으로 내년에 또 올라온다는 이야기도 있다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,MOU 및 기관 간 파트너십,"""기존에는 연구자들이 가지고 있는 네트워크를 중심으로 국제 협력을 많이 했다면 최근에는 기관 대 기관, 정부 대 정부의 국제 협력이 많은 것 같다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,MOU 및 기관 간 파트너십,"""예를 들면 미국에 NREL 이라고 있다. National Renewable Energy Laboratory 인데 예전에는 연구자들 간의 협력이 있었다면 이제는 이 기관이 우리 기관과 협력할 수 있는 연구 분야가 많기 때문에 우리가 주도적으로 MOU를 체결하자고 하고, MOU 하에 공동된 연구 주제를 저희가 발굴하고, 그 연구 주제에 대해서 연구자들 간에 기관 차원에서 NREL과 이런 협력을 했으면 좋겠다라고 연구자들과 이야기를 하고, 연구자들은 그 내용 중심으로 과제를 하는 경우가 있다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,MOU 및 기관 간 파트너십,"""최근에 있었던 캐나다의 NRC(National Research Council)와는 국가과학기술연구회 NST 와 엄브렐러 MOU가 있다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,MOU 및 기관 간 파트너십,"""그것보다 한 단계 더 내려가서는 NRC 산하에 있는 에너지 관리 연구 센터 CEI(Clean Energy Innovation Research Centre)랑 저희가 LOI를 최근에 체결했다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,2. 국제협력의 유형 및 방식,기술이전 및 라이선싱,"""말씀하신 전략 기술은 해외 연구할 때 아니면 기술 이전이나 기술 수출할 때 사실은 저희가 고려해야 될 것들이 있는 걸로 알고 있거든요.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,기관 임무 기반 협력,"""우리나라는 97%인가요? 에너지를 수입하다 보니 사실은 가지고 있는 기술이 정말 중요하다는 생각을 하는 거고, 그러니까 에너지에 대한 관심이 사실 상당히 많죠.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,기관 임무 기반 협력,"""그래서 뭐 배터리든 수소든 이런 쪽은 한국이 잘한다는 인식이 있기 때문에 특정 분야에 대해서는 사실 글로벌 협력이 활발하게 이루어지는 장점은 있습니다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,기관 임무 기반 협력,"""(제주 글로벌 연구 센터는) 풍력과, 제주도가 가지고 있는 그 특성 때문에 재생에너지를 이용한 에너지 통합 시스템 뭐 이런 것들하고 염분 차 발전, 해수 저장 등 연구들을 하고 있습니다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,정부 부처와의 관계,"""과기부에서 만약 그 정도로 과기공동위 의제까지 올라왔으면 사실은 예산을 지원해 주는 게 맞죠.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,정부 부처와의 관계,"""근데 실제로 액션 플랜이 나왔는데도 다른 기관의 연구자들 간에 아니면 양 기관 간에 과제를 할 수 있는 돈이 없어요.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,정부 부처와의 관계,"""과기부에서 그거까지 생각을 안 하는 것 같아요. 그냥 자기들은 과기공동위를 했고 그것을 한 것 자체가 중요하다라는 거죠. 아까 말씀하신 보여주기식인거죠. 더 후속이 없는 거죠.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,정부 부처와의 관계,"""근데 대부분 이제 그거는 또 아름아름 과기부나 산업부 사무관들을 통해서 좀 과제를 받거나 과제를 요청하는 경우도 있는데 그렇게 말고 좀 공식적인 방법이 있으면 좋겠다는 생각도 들어요.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,내부 추진 체계,"""첫 번째 저희 글로벌전략실은 2017년 1월에 처음 생겼다. 이름을 바꾼 이유는 국제 협력이 그만큼 중요해지고 있기 때문에 단순한 네트워킹 행사가 중요한 게 아니라 전략을 가지고 진행을 해보자고 해서 글로벌전략실이라는 이름이 되었다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,내부 추진 체계,"""현재 저를 포함해서 총 네 분이 있고, 2년 전까지는 3명이었는데 한 명이 더 늘고, 조직도 예전에는 연구전략본부 밑에 있었는데 지금은 원장님 직속으로 들어가 있다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,내부 추진 체계,"""AI나 계산과학을 이용해서 어떤 기관에 어떤 연구를 많이 하고 있는지, 연도별로 파악 가능하고, 우리 기관이 잘하는 게 이건데 얘네들하고 우리가 어떤 협력을 해야 되는지 이런 걸 찾아낼 수 있는 프로그램이에요.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,내부 추진 체계,"""현재 태양광, 수전회, 배터리, 쪽 연구원에서 중요하게 생각하는 분야들에 대해서 키워드를 가지고 데이터베이스를 구축하고 그걸 연구자들도 쓸 수 있게끔 한다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,연구 분야의 특성,"""에너지 일단 부정적인 부분은 에너지라고 하면 사실은 다 해요. 원자력은 원자력연구원 핵융합은 핵융합연구원이 있지만 에너지라고 하면 사실은 전기연구원, 화학연구원, 저희, 기계연구원, 배터리 쪽, 등이 있으니 경쟁이 많습니다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,연구 분야의 특성,"""특히나 그 분야가 배터리나 수소처럼 중요한 분야라면 특히나 더 시간이 많이 걸리긴 하지만 IP 때문에 과제를 못하지는 않는다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,연구 분야의 특성,"""RD20 온라인 미팅을 통해서 왜 배터리는 안 하느냐 물었을 때 미국 측에서 배터리는 너무 민감한 분야라서 논의를 하기가 어렵다고 했다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,3. 기관별 특성 및 협력 환경,연구 분야의 특성,"""전략 기술 분야는 전략 기술이기 때문에 더 제한하는 부분도 있다. 그래서 그런 측면에서 보면 국제 협력이 오히려 더 쉽지 않을 수도 있는 것이다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,4. 국제협력의 주요 애로사항 및 장애물,정책의 비일관성 및 불안정성,"""말씀하신 전략 부분은 특히나 지난 정부가 국제 협력을 워낙 강조하다 보니까 저희가 자체적으로 글로벌 협력 과제의 방향을 조금 더 전략적으로 만들려고 했던 부분이 있는데 그게 그렇게 성공적이지는 않았다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,4. 국제협력의 주요 애로사항 및 장애물,정책의 비일관성 및 불안정성,"""특히나 또 몇 년 전에는 독일하고 하다가 그리고 안 갔었잖아요. 하루 이틀 되고 안 간 경우 있잖아요. 그런 경우 기관 차원에서 엄청나게 손실이 있거든요. 같이 MOU를 체결하자고 했는데 갑자기 안 가버리니까. MOU를 그러면 해결 안 해버리게 되고 그리고 그쪽 간에 지금까지 쌓았던 신뢰가 깨지게 되는 거고 그런 부분이 많이 어렵다""",,,,,,,,,,,,,,,,,,,,,,
KIER,4. 국제협력의 주요 애로사항 및 장애물,단기·성과 위주 정책,"""과기부에서 그거까지 생각을 안 하는 것 같아요. 그냥 자기들은 과기공동위를 했고 그것을 한 것 자체가 중요하다라는 거죠. 아까 말씀하신 보여주기식인거죠. 더 후속이 없는 거죠.""",,,,,,,,,,,,,,,,,,,,,,
KIER,4. 국제협력의 주요 애로사항 및 장애물,단기·성과 위주 정책,"""이런 것들이 막 급하게 대통령 순방하고 이런 것 때문에 섞여서 이렇게 집어넣어서 그런 걸 수도 있지 않을까요.""",,,,,,,,,,,,,,,,,,,,,,
KIER,4. 국제협력의 주요 애로사항 및 장애물,단기·성과 위주 정책,"""(사우디 방문 시) MOU 문안까지 사실은 다 논의해서 그 MOU 문안을 가지고 오후에 사우디 쪽하고 한국 대통령 앞에서 발표도 했었거든요. 근데 그게 끝이었어요. 저희 입장에서는 이제 그 기관과 계속 MOU를 체결하기 위해서 노력을 했는데 펀딩은 없는 거죠.""",,,,,,,,,,,,,,,,,,,,,,
KIER,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""에너지원이 느끼기에는 국제 협력의 프로그램이 그러니까 해외랑 같이 공동 연구할 수 있는 예산이 늘어난 것 같지는 않아요."" ""오히려 저희는 그렇게 예산이 많으니 글로벌 협력 과제에 대한 예산은 사실은 줄었거든요.""",,,,,,,,,,,,,,,,,,,,,,
KIER,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""근데 실제로 액션 플랜이 나왔는데도 다른 기관의 연구자들 간에 아니면 양 기관 간에 과제를 할 수 있는 돈이 없어요.""",,,,,,,,,,,,,,,,,,,,,,
KIER,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""액션 플랜까지 어렵게 어렵게 올라갔는데 예산이 없어서 거기서 끝난난 거죠.""",,,,,,,,,,,,,,,,,,,,,,
KIER,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""다만 그에 맞게끔 예를 들면 행정적인 시스템이 잘 따라가 주지는 않죠. 모든 게 다 한글 버전 영문 버전이 있는 게 아니니까 여전히 그 정도의 갭은 있지만""",,,,,,,,,,,,,,,,,,,,,,
KIER,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""협약하기가 쉽지 않아요. 아까 IP 문제도 있지만 문화 차이도 있다."" ""그 어그리먼트를 합의하는 데까지 시간이 상당히 많이 걸려요. 그래서 국제 협력 과제는 협약에 시간이 많이 걸리고 그런 부분이 애로 사항이다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""사우디아라비아 쪽하고 사실은 MOU를 거의 한 2년 동안 지금 현재 진행하고 있는 상황인데 그러면 일단 문안을 보내면 그거에 대한 응답이 어떨 때는 6개월, 7개월 이런 경우도 있다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"""과제를 할 때 IP에 대해서 논의를 할 때 상당한 시간이 걸리죠.""",,,,,,,,,,,,,,,,,,,,,,
KIER,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"""제가 알기로는 ETRI는 그 전문가가 있는데 나머지 기관들은 협약이나 해외 공동 과제와 관련된 전문가들이 없는 걸로 알고 있어요. 그래서 저희는 사실 외부 인력을 좀 활용해서 그런 어려움도 좀 있다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"""(호라이즌 유럽은) 프로포절을 또 상당히 잘 써야 하는데 프로포자를 쓰는 게 되게 어렵다고 한다. 그걸 잘 써주는 컨설턴트가 있어서 그 사람들을 활용하는 경우가 있는데 그것도 사실은 쉽지는 않을 것이다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""과기부에서 만약 그 정도로 과기공동위 의제까지 올라왔으면 사실은 예산을 지원해 주는 게 맞죠."" ""그런 프로그램이 그렇게 많지 않고, 그런 프로그램이 연구재단을 통해서 나왔으면 좋겠어요.""",,,,,,,,,,,,,,,,,,,,,,
KIER,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""액션 플랜까지 어렵게 어렵게 올라갔는데 예산이 없어서 거기서 끝난난 거죠.""",,,,,,,,,,,,,,,,,,,,,,
KIER,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""정부 간 예를 들면 대통령이 갔는데 거기 가서 구체적으로 뭔가 논의가 된 게 있으면 그거에 대한 뭔가 지원 프로그램이 바로바로 나올 수 있으면 좋겠다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,5. 정책 제언 및 발전 방향,범부처 컨트롤타워 구축,"""근데 대부분 이제 그거는 또 아름아름 과기부나 산업부 사무관들을 통해서 좀 과제를 받거나 과제를 요청하는 경우도 있는데 그렇게 말고 좀 공식적인 방법이 있으면 좋겠다는 생각도 들어요.""",,,,,,,,,,,,,,,,,,,,,,
KIER,5. 정책 제언 및 발전 방향,연구 현장 중심의 지원 강화,"""'과기공동위에 올라왔던 의제에 대해서 어떤 기관과 어떤 기관 내지는, 어떤 국가와 어떤 국가 간에 이 분야에 대해서 협력을 할 수 있는 과제를 공모한다' 이러면 저희는 우리가 논의했던 기관들하고 같이 그 과제를 공모를 하겠죠.""",,,,,,,,,,,,,,,,,,,,,,
KIER,5. 정책 제언 및 발전 방향,연구 현장 중심의 지원 강화,"""연구회 차원에서 분야별로 그런 전문가를 채용해서 기관들로 하여금 활용할 수 있게 하는 방법도 있다고 한다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,5. 정책 제언 및 발전 방향,연구 현장 중심의 지원 강화,"""연구재단이나 과기부에서 한국 연구자가 호라이즌 유럽 과제 프러포절을 쓸 수 있게끔, 내지는 컨소시엄에 들어갈 수 있도록 하는 구체적인 지원들이 필요하다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,5. 정책 제언 및 발전 방향,전략적 파트너십 및 분야 선택,"""그래서 가능한 한 다양한 연구 기관들, 다양한 국가들과 안정적인 네트워크를 유지하는 게 중요하고 유리한 상황에서 사실은 탑다운으로, 아니면 기관 방향에서 전략이 나오면, 예를 들면 중국이랑은 태양광은 하지 말고 배터리를 하자고 한다면 중국에 있는 배터리 연구기관 쪽에 연락을 해 협력을 할 수 있는 거라서""",,,,,,,,,,,,,,,,,,,,,,
KIER,5. 정책 제언 및 발전 방향,전략적 파트너십 및 분야 선택,"""(호라이즌 유럽 컨소시엄에) 기존 컨소시엄의 코디네이터에 연락해서 그들에게 한국이 뭘 잘하는지 이야기해 주면 이 컨소시엄 코디네이터가 생각하는 부족한 점을 한국이 메꿔주면 들어갈 수 있는 것이다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,5. 정책 제언 및 발전 방향,전략적 파트너십 및 분야 선택,"""MOU는 올해 1월에 했던 거고 이전에도 MOU가 있긴 했는데 흐지부지된 게 사실 후속으로 뭔가 할 수 있는 과제들이 없었어요. 근데 지금은 후속으로 한 과제가 필요하다고 생각을 하고, 기관 차원에서도 거기에 대한 준비를 하는 부분이라 어렵게 맺은 MOU를 잘 유지하기 위해서 노력을 서로 하고 있는 거죠.""",,,,,,,,,,,,,,,,,,,,,,
KIER,5. 정책 제언 및 발전 방향,정보 공유 플랫폼 구축,해당 없음,,,,,,,,,,,,,,,,,,,,,,
KIER,기타,협력 플랫폼의 활용과 특징,"""CKC(Canada-Korea Conference)라는 플랫폼이 있다. 그 컨퍼런스에 우리가 만나자 해서 만났던 거고, 만날 때 그러면 한-캐 배터리 워크숍을 하는 게 어떨까라고 제안을 했던 거고""",,,,,,,,,,,,,,,,,,,,,,
KIER,기타,협력 플랫폼의 활용과 특징,"""(CKC, UKC 등은) 쉽게 접근할 수 있는 플랫폼이죠. 너무 한인들과의 네트워킹이라는 게 단점이긴 한데 그게 또 시작이다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,기타,협력 플랫폼의 활용과 특징,"""그런 플랫폼을 통해서 국제 협력 네트워크의 기반, 더 나아가서는 기획도 할 수 있는 그런 플랫폼이 있고 글로벌하게는 COP 이나 RD20 이 있다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,기타,Horizon Europe 참여의 기회와 장벽,"""우리는 늦게 들어갔다. 원래 이제 잘하고 있는 사람들이 있는데 한국이 들어간 것이니 여기서 과제를 많이 따면 좋은데 과제를 따기가 쉽지는 않을 거라는 거죠.""",,,,,,,,,,,,,,,,,,,,,,
KIER,기타,Horizon Europe 참여의 기회와 장벽,"""왜냐하면 기존에 가지고 있는 컨소시엄들이 있는데 그 컨소시엄에 우리가 들어가는 게 제일 좋은데 그게 쉽지는 않을 것이다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,기타,Horizon Europe 참여의 기회와 장벽,"""그래서 새로 들어가는 한국 입장에서 진입 장벽이 상당히 높다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,기타,지역 분원의 역할과 현실,"""(제주 글로벌 연구 센터는) 원래 거기를 중점으로 글로벌 협력 연구를 많이 하려고 이름은 그렇게 정했던 게 있고요.""",,,,,,,,,,,,,,,,,,,,,,
KIER,기타,지역 분원의 역할과 현실,"""지역 분원들은 그 지역에서 원하는 센터의 역할이 있기 때문에 그런 역할들을 많이 하고 있죠.""",,,,,,,,,,,,,,,,,,,,,,
KIER,기타,지역 분원의 역할과 현실,"""분원들이 사실 서바이벌 하기 쉽지는 않습니다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,기타,파트너십 발전 과정의 사례,"""NRC 의 예를 들면 NRC는 저희가 시작은 다 연구자 간이었다. A라는 연구자가 NRC 에 있는 B라는 연구원과의 관계가 있어서 서로 교류를 하다가 CKC(Canada-Korea Conference)라는 플랫폼이 있다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,기타,파트너십 발전 과정의 사례,"""즉, 시작은 연구자들 간의 교류였는데 그 다음부터는 이제 기관 간의 교류가 된 것이다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,기타,파트너십 발전 과정의 사례,"""그것이 더 나아가서는 같이 할 수 있는 연구 주제가 나오고, 그 연구 주제에 대한 양 기관의 역할이 나오는 식으로 기획이 되는 것이다. 그 다음에 제일 중요한 것이 펀드다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,기타,언어 및 비언어적 소통 문제,"""어느 정도 어려움이 있지만 요즘은 또 사실은 영어에 대해서 그렇게 많이 부담을 안 느끼는 분위기지이다.""",,,,,,,,,,,,,,,,,,,,,,
KIER,기타,언어 및 비언어적 소통 문제,"""언어가 이제 이건 이거는 어려움인지 모르겠는데 영어로 쓰는 거잖아요. 근데 사실은 이게 얼굴 보고 말을 하는 게 아니기 때문에 이게 조금 미묘한 게 있잖아요. 서로 간에 좀 감정이 상할 수도 있다.""",,,,,,,,,,,,,,,,,,,,,,
KRICT,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,"""그래서 여러 가지를 통해서 어쨌든 궁극적으로는 공동연구를 하면서 이제 연구 역량도 좀 강화하고 그러는 걸 목표로 하고 있는데, 그러기 위해서 우선 여러 가지 국제 협력 관련 정보도 지금 저희가 제공을 하고 있고요."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,"""그게 수출 쪽이 아니라 기술 협력이나 이런 걸 통해서 역량 강화를 할 수 있도록 하고 싶은데, 기업 차원에서 해외 파트너를 찾기가 어려우니까 출연연을 NCC로 지정해서 출연연을 통해서 컨소시엄을 만들고 공동 연구도 하고 교류도 해라 이런 과제가 있었어요."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,"""왜냐하면 제약 산업은 아무래도 다른 반도체 이런 거에 비해서는 우리나라가 선진국은 또 아니니까. 그런 차원에서는 우리가 약간은 기술이 좀 떨어지는 그런 분야에서는 그런 어떤 수요가 많을 것 같아요. 우리 연구자 입장에서, 그런 분야가 좀."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,"""그런 어떤 수요가 있는, 기술적인 수준에서 오는 자연스러운 수요. 그럴 때 더 잘될 것 같고 그런 것들이 오히려 바람직할 것 같아요. 그래서 우리가 그 과정 속에서 같이 하면 좀 업그레이드될 수 있고."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,"""한 10년 전 그럴 때 이제 저희 팀은 아니지만 저희 옆 팀에 NOVATIS랑 같이 공동 연구를 한 적이 있어요. 그래서 그 과정에서 우리 내부적으로 많이 업그레이드가 된 거죠. 약간 모든 데이터를 보는 관점이나 이런 연구를 이끌어가는 그런 어떤 방향성이나 이런 거를 결정하는 데 있어서 많이 업그레이드된 그런 좋은 예가 있죠."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,1. 국제협력의 동인 및 목표,자원 확보 및 접근성,"""제가 연구자는 아니지만, 그러니까 과학적으로 우리가 더 발전할 수 있다기보다는, 예를 들면 거기에 있는 이제 광물이나 그런 재료, 자료들, 시료들 이런 거를 좀 더 손쉽게 받을 수 있다거나 그런 거 정도는 할 수 있을 것 같아요."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,1. 국제협력의 동인 및 목표,글로벌 공동 문제 해결,"""그리고 이제 그거는 결핵 신약 개발 관련된 그런 연구를 했었고, 그 다음에는 이제 한 2018년 정도 그 정도에 한 2-3년 정도 벨기에 VIB라는 그런 연구소, 우리나라로 치면 생명공학연구원 비슷한 그런 곳인데 거기랑 같이 신약 개발 관련된 공동 연구를..."" ",,,,,,,,,,,,,,,,,,,,,,
KRICT,1. 국제협력의 동인 및 목표,국제 표준 선도 및 규범 형성,해당 없음,,,,,,,,,,,,,,,,,,,,,,
